

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(17-MAY-2025 18:11:54)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823040, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823040, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,822009, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,822009, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823087, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823087, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823087, 0,D, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823064, 1,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,20, 0, 0,823073, 1,T, 	(17-MAY-2025 18:12:04)
2,20, 0, 0,823073, 1,T, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823039, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,822008, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823084, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823083, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823069, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823054, 1,I, 	(17-MAY-2025 18:12:04)
2,20, 0, 0,823073, 1,T, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823084, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823083, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,822008, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823039, 4,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823069, 1,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823054, 1,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823088, 3,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823088, 3,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823088, 3,D, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,20, 0, 0,823073, 1,T, 	(17-MAY-2025 18:12:04)
2,20, 0, 0,823073, 1,T, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823088, 3,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,20, 0, 0,823073, 1,T, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,20, 0, 0,823073, 1,T, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823044, 4,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823044, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823044, 4,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823044, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823045, 4,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823045, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823044, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823044, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823045, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823045, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823045, 4,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823045, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823044, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823090, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823088, 3,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823088, 3,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823044, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824006, 13,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823070, 1,I, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823043, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823041, 4,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823088, 3,D, 	(17-MAY-2025 18:12:04)
2,20, 0, 0,823073, 1,T, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823088, 3,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823012, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,43, 0, 0,823065, 0,I, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,824004, 21,D, 	(17-MAY-2025 18:12:04)
2,154, 0, 0,823089, 0,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,1, 0, 0,823042, 4,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,159, 0, 0,823095, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,186, 0, 0,823096, 1,D, 	(17-MAY-2025 18:12:04)
2,51, 0, 0,823071, 0,D, 	(17-MAY-2025 18:12:04)
